Player,TD_Likelihood,Model_Odds,Favor
Tyler Lockett,0.14,614.2857142857142,1
DK Metcalf,0.25,300.0,1
Brady Russell,0.09341973931641112,1011.1111111111111,1
Jaxon Smith-Njigba,0.19,426.31578947368416,1
Cody White,0.04,2400.0,1
Dareke Young,0.005151515151515152,9900.0,1
Devin Culp,0.09341973931641112,1011.1111111111111,1
Payne Durham,0.05,1900.0,1
Mike Evans,0.27,270.3703703703703,1
Rakim Jarrett,0.04,2400.0,1
Ko Kieft,0.09341973931641112,1011.1111111111111,1
Jalen McMillan,0.11,809.0909090909091,1
Ryan Miller,0.01,9900.0,1
Cade Otton,0.24,316.6666666666667,1
Sterling Shepard,0.24,316.6666666666667,1
Tyler Boyd,0.15,566.6666666666667,1
Mason Kinsey,0.09341973931641112,1011.1111111111111,1
David Martin-Robinson,0.028190660216976,3233.3333333333335,1
Thomas Odukoya,0.09341973931641112,1011.1111111111111,1
Chig Okonkwo,0.06,1566.6666666666667,1
Bryce Oliver,0.09,1011.1111111111111,1
Calvin Ridley,0.21,376.1904761904762,1
Nick Vannett,0.11,809.0909090909091,1
Nick Westbrook-Ikhine,0.22,354.54545454545456,1
Josh Whyle,0.19,426.31578947368416,1
John Bates,0.03,3233.3333333333335,1
Dyami Brown,0.23,334.78260869565213,1
Noah Brown,0.36,177.77777777777777,1
Zach Ertz,0.33,203.030303030303,1
Luke McCaffrey,0.06,1566.6666666666667,1
Terry McLaurin,0.42,138.0952380952381,1
Ben Sinnott,0.03,3233.3333333333335,1
Olamide Zaccheaus,0.09,1011.1111111111111,1
