Player,TD_Likelihood,Model_Odds,Favor
Cam Grandy,0.11,809.0909090909091,1
Tee Higgins,0.24,316.6666666666667,1
Tanner Hudson,0.12,733.3333333333334,1
Andrei Iosivas,0.12,733.3333333333334,1
Drew Sample,0.24,316.6666666666667,1
Isaiah Williams,0.01,9900.0,1
Jordan Akins,0.05,1900.0,1
Jerry Jeudy,0.48,108.33333333333334,1
Elijah Moore,0.38,163.15789473684208,1
David Njoku,0.44,127.27272727272728,1
James Proche II,0.12,733.3333333333334,1
Jamari Thrash,0.03,3233.3333333333335,1
Cedric Tillman,0.3,233.33333333333337,1
Blake Whiteheart,0.1,900.0,1
Michael Woods II,0.13,669.2307692307692,1
Jalen Brooks,0.06,1566.6666666666667,1
Brandin Cooks,0.38,163.15789473684208,1
Jake Ferguson,0.3,233.33333333333337,1
Ryan Flournoy,0.1,900.0,1
CeeDee Lamb,0.24,316.6666666666667,1
Jonathan Mingo,0.04,2400.0,1
Luke Schoonmaker,0.07,1328.5714285714284,1
Brevyn Spann-Ford,0.02,4900.0,1
Jalen Tolbert,0.29,244.82758620689657,1
KaVontae Turpin,0.2,400.0,1
Nate Adkins,0.06,1566.6666666666667,1
Troy Franklin,0.1,900.0,1
Lil'Jordan Humphrey,0.05,1900.0,1
Lucas Krull,0.08,1150.0,1
Marvin Mims Jr.,0.16,525.0,1
Courtland Sutton,0.34,194.11764705882354,1
Adam Trautman,0.08,1150.0,1
Devaughn Vele,0.24,316.6666666666667,1
Tom Kennedy,0.061,1566.6666666666667,1
Sam LaPorta,0.35,185.71428571428572,1
Tim Patrick,0.13,669.2307692307692,1
Allen Robinson,0.08,1150.0,1
Amon-Ra St. Brown,0.37,170.27027027027026,1
Jameson Williams,0.33,203.030303030303,1
Brock Wright,0.03,3233.3333333333335,1
Shane Zylstra,0.07,1328.5714285714284,1
Romeo Doubs,0.38,163.15789473684208,1
Malik Heath,0.06,1566.6666666666667,1
Tucker Kraft,0.3,233.33333333333337,1
Bo Melton,0.01,9900.0,1
Luke Musgrave,0.13,669.2307692307692,1
Jayden Reed,0.47,112.76595744680853,1
Ben Sims,0.04,2400.0,1
Christian Watson,0.38,163.15789473684208,1
Dontayvion Wicks,0.27,270.3703703703703,1
Nico Collins,0.28,257.1428571428571,1
Xavier Hutchinson,0.05,1900.0,1
Diontae Johnson,0.22,354.54545454545456,1
John Metchie III,0.08,1150.0,1
Dalton Schultz,0.31,222.5806451612903,1
Cade Stover,0.1,900.0,1
Robert Woods,0.06,1566.6666666666667,1
Mo Alie-Cox,0.13,669.2307692307692,1
Josh Downs,0.18,455.55555555555554,1
Ashton Dulin,0.02,4900.0,1
Anthony Gould,0.06,1566.6666666666667,1
Kylen Granson,0.17,488.2352941176471,1
Will Mallory,0.03,3233.3333333333335,1
Adonai Mitchell,0.23,334.78260869565213,1
Drew Ogletree,0.04,2400.0,1
Alec Pierce,0.32,212.5,1
Michael Pittman Jr.,0.26,284.6153846153846,1
Josiah Deguara,0.01,9900.0,1
Devin Duvernay,0.28,257.1428571428571,1
Luke Farrell,0.05,1900.0,1
Tim Jones,0.15,566.6666666666667,1
Josh Reynolds,0.16,525.0,1
Brenton Strange,0.14,614.2857142857142,1
Brian Thomas Jr.,0.26,284.6153846153846,1
Parker Washington,0.18,455.55555555555554,1
Hollywood Brown,0.16,525.0,1
Noah Gray,0.2,400.0,1
Peyton Hendershot,0.02,4900.0,1
DeAndre Hopkins,0.33,203.030303030303,1
Travis Kelce,0.28,257.1428571428571,1
JuJu Smith-Schuster,0.03,3233.3333333333335,1
Justin Watson,0.01,9900.0,1
Xavier Worthy,0.35,185.71428571428572,1
Brock Bowers,0.21,376.1904761904762,1
Harrison Bryant,0.02,4900.0,1
Terrace Marshall Jr.,0.04,2400.0,1
Michael Mayer,0.15,566.6666666666667,1
Jakobi Meyers,0.34,194.11764705882354,1
Tre Tucker,0.24,316.6666666666667,1
DJ Chark Jr.,0.03,3233.3333333333335,1
Derius Davis,0.22,354.54545454545456,1
Will Dissly,0.34,194.11764705882354,1
Tucker Fisk,0.03,3233.3333333333335,1
Hayden Hurst,0.01,9900.0,1
Quentin Johnston,0.18,455.55555555555554,1
Ladd McConkey,0.17,488.2352941176471,1
Joshua Palmer,0.23,334.78260869565213,1
Stone Smartt,0.23,334.78260869565213,1
Davis Allen,0.01,9900.0,1
Tutu Atwell,0.1,900.0,1
Tyler Higbee,0.01,9900.0,1
Tyler Johnson,0.03,3233.3333333333335,1
Cooper Kupp,0.28,257.1428571428571,1
Hunter Long,0.03,3233.3333333333335,1
Puka Nacua,0.45,122.22222222222223,1
Colby Parkinson,0.05,1900.0,1
Demarcus Robinson,0.23,334.78260869565213,1
Jordan Whittington,0.37,170.27027027027026,1
Erik Ezukanma,0.65,-185.71428571428572,-1
Julian Hill,0.02,4900.0,1
Tyreek Hill,0.29,244.82758620689657,1
Jonnu Smith,0.36,177.77777777777777,1
Durham Smythe,0.06,1566.6666666666667,1
Jack Stoll,0.01,9900.0,1
Jaylen Waddle,0.32,212.5,1
Malik Washington,0.12,733.3333333333334,1
Jordan Addison,0.28,257.1428571428571,1
T.J. Hockenson,0.35,185.71428571428572,1
Justin Jefferson,0.32,212.5,1
Johnny Mundt,0.04,2400.0,1
Jalen Nailor,0.14,614.2857142857142,1
Josh Oliver,0.17,488.2352941176471,1
Brandon Powell,0.04,2400.0,1
Trent Sherfield Sr.,0.03,3233.3333333333335,1
Javon Baker,0.01,9900.0,1
Kendrick Bourne,0.13,669.2307692307692,1
Kayshon Boutte,0.29,244.82758620689657,1
DeMario Douglas,0.21,376.1904761904762,1
Hunter Henry,0.28,257.1428571428571,1
Austin Hooper,0.19,426.31578947368416,1
Ja'Lynn Polk,0.03,3233.3333333333335,1
Kevin Austin Jr.,0.04,2400.0,1
Juwan Johnson,0.14,614.2857142857142,1
Foster Moreau,0.11,809.0909090909091,1
Dante Pettis,0.1,900.0,1
Mason Tipton,0.05,1900.0,1
Marquez Valdes-Scantling,0.17,488.2352941176471,1
Cedrick Wilson Jr.,0.13,669.2307692307692,1
Daniel Bellinger,0.29,244.82758620689657,1
Greg Dulcich,0.1,900.0,1
Jalin Hyatt,0.02,4900.0,1
Malik Nabers,0.32,212.5,1
Wan'Dale Robinson,0.3,233.33333333333337,1
Darius Slayton,0.36,177.77777777777777,1
Davante Adams,0.32,212.5,1
Tyler Conklin,0.15,566.6666666666667,1
Malachi Corley,0.12,733.3333333333334,1
Xavier Gipson,0.02,4900.0,1
Allen Lazard,0.28,257.1428571428571,1
Jeremy Ruckert,0.12,733.3333333333334,1
Garrett Wilson,0.24,316.6666666666667,1
Kenny Yeboah,0.03,3233.3333333333335,1
A.J. Brown,0.33,203.030303030303,1
Grant Calcaterra,0.1,900.0,1
Britain Covey,0.11,809.0909090909091,1
Jahan Dotson,0.03,3233.3333333333335,1
Ainias Smith,0.04,2400.0,1
DeVonta Smith,0.35,185.71428571428572,1
Johnny Wilson,0.15,566.6666666666667,1
Calvin Austin III,0.17,488.2352941176471,1
Pat Freiermuth,0.36,177.77777777777777,1
Connor Heyward,0.01,9900.0,1
Van Jefferson,0.1,900.0,1
Scotty Miller,0.09,1011.1111111111111,1
George Pickens,0.2,400.0,1
MyCole Pruitt,0.05,1900.0,1
Ben Skowronek,0.08,1150.0,1
Darnell Washington,0.01,9900.0,1
Mike Williams,0.05,1900.0,1
Chris Conley,0.01,9900.0,1
Jacob Cowing,0.08,1150.0,1
Jauan Jennings,0.31,222.5806451612903,1
George Kittle,0.45,122.22222222222223,1
Ricky Pearsall,0.2,400.0,1
Deebo Samuel Sr.,0.31,222.5806451612903,1
Eric Saubert,0.01,9900.0,1
AJ Barner,0.1,900.0,1
Pharaoh Brown,0.09,1011.1111111111111,1
Noah Fant,0.27,270.3703703703703,1
Tyler Lockett,0.24,316.6666666666667,1
DK Metcalf,0.3,233.33333333333337,1
Jaxon Smith-Njigba,0.22,354.54545454545456,1
Cody White,0.04,2400.0,1
Payne Durham,0.17,488.2352941176471,1
Mike Evans,0.17,488.2352941176471,1
Rakim Jarrett,0.14,614.2857142857142,1
Jalen McMillan,0.27,270.3703703703703,1
Ryan Miller,0.09,1011.1111111111111,1
Cade Otton,0.24,316.6666666666667,1
Trey Palmer,0.18,455.55555555555554,1
Sterling Shepard,0.14,614.2857142857142,1
Tyler Boyd,0.11,809.0909090909091,1
Jha'Quan Jackson,0.01,9900.0,1
Mason Kinsey,0.13,669.2307692307692,1
David Martin-Robinson,0.071,1328.5714285714284,1
Chig Okonkwo,0.2,400.0,1
Calvin Ridley,0.33,203.030303030303,1
Nick Vannett,0.08,1150.0,1
Nick Westbrook-Ikhine,0.09,1011.1111111111111,1
Josh Whyle,0.17,488.2352941176471,1
John Bates,0.03,3233.3333333333335,1
Dyami Brown,0.12,733.3333333333334,1
Jamison Crowder,0.06,1566.6666666666667,1
Zach Ertz,0.09,1011.1111111111111,1
Luke McCaffrey,0.03,3233.3333333333335,1
Terry McLaurin,0.21,376.1904761904762,1
K.J. Osborn,0.13,669.2307692307692,1
Ben Sinnott,0.12,733.3333333333334,1
Olamide Zaccheaus,0.1,900.0,1
