player_id,season,name,pos,team,draft_round,is_te,targets_pg,yards_pg,receptions_pg,roll3_targets,roll3_yards,roll3_receptions,lag_targets,lag_yards,target_share,roll3_long_rec,roll3_target_std,tds_last3,td_streak,td_rate_eb,td_rate_eb_std,lag_snap_pct,roll3_snap_pct,roll3_rz_targets,rz_target_share,rz_td_rate_eb,join_season
15847,2024,Travis Kelce,TE,KC,3,1,8.133333333333333,49.266666666666666,5.933333333333334,7.0,34.0,4.666666666666667,7.0,30.0,0.31202046035805625,11.666666666666666,0.9999999999999928,0.0,0,0.04056229343259868,0.009001092980569341,0.88,0.8666666666666667,4.0,0.2365591397849462,0.2362768318301607,2025
15847,2025,Travis Kelce,TE,KC,3,1,6.375,52.4375,4.5625,6.333333333333333,37.333333333333336,4.333333333333333,6.0,36.0,0.30538922155688625,12.333333333333334,2.516611478423583,0.0,0,0.04885951454137143,0.010047488842717897,0.98,0.9133333333333334,0.0,0.0,0.2476481750478776,2026
16731,2022,Brandin Cooks,WR,HOU,1,0,7.25,49.416666666666664,4.333333333333333,7.0,44.0,4.333333333333333,7.0,39.0,0.5272727272727272,24.0,2.0,1.0,0,0.04375732459154531,0.00969311956003478,0.77,0.7566666666666667,3.0,0.1384615384615384,0.2468597495268886,2023
16731,2023,Brandin Cooks,WR,DAL,1,0,4.866666666666666,41.2,3.2,5.333333333333333,28.0,3.0,8.0,60.0,0.19466666666666665,12.333333333333334,3.0550504633038935,2.0,2,0.05679957498456034,0.011144604227366347,0.78,0.77,3.0,0.1,0.25631287695952437,2024
16731,2024,Brandin Cooks,WR,DAL,1,0,5.0,27.11111111111111,2.5555555555555554,5.333333333333333,44.666666666666664,3.3333333333333335,8.0,52.0,0.13513513513513514,23.0,2.5166114784235836,0.0,0,0.05081058143141866,0.01093497660789125,0.68,0.6933333333333334,4.0,0.0615384615384615,0.2511869600214063,2025
16731,2025,Brandin Cooks,WR,BUF,1,0,2.5,14.833333333333334,1.6666666666666667,1.6666666666666667,4.333333333333333,0.3333333333333333,1.0,0.0,0.13513513513513514,4.333333333333333,1.1547005383792512,0.0,0,0.04503312221589311,0.010523352023302561,0.24,0.3133333333333333,0.0,0.0,0.2476481750478776,2026
16737,2022,Mike Evans,WR,TB,1,0,8.214285714285714,65.5,4.785714285714286,8.666666666666666,52.0,4.0,8.0,29.0,0.37337662337662336,20.0,0.5773502691896255,0.0,0,0.043280538653632704,0.009353023200190385,0.93,0.8700000000000001,0.0,0.0,0.2476481750478776,2023
16737,2023,Mike Evans,WR,TB,1,0,8.0,77.0625,4.75,6.333333333333333,71.0,4.666666666666667,4.0,70.0,0.3144963144963145,25.333333333333332,2.516611478423583,3.0,0,0.06272536544910089,0.010994741408114518,0.82,0.8133333333333334,0.0,0.0,0.2476481750478776,2024
16737,2024,Mike Evans,WR,TB,1,0,7.384615384615385,70.38461538461539,5.0,9.333333333333334,108.33333333333331,7.333333333333333,9.0,97.0,0.4507042253521127,39.0,1.527525231651948,4.0,1,0.06274127336313667,0.011376689498921122,0.62,0.6933333333333334,0.0,0.0,0.2476481750478776,2025
16737,2025,Mike Evans,WR,TB,1,0,8.428571428571429,47.714285714285715,4.0,9.333333333333334,64.66666666666667,4.666666666666667,7.0,31.0,0.16164383561643836,24.333333333333332,2.5166114784235827,2.0,2,0.04910200653299804,0.010577220526920499,0.75,0.6533333333333334,0.0,0.0,0.2476481750478776,2026
16800,2022,Davante Adams,WR,LV,2,0,10.6875,90.1875,5.9375,9.666666666666666,65.33333333333333,4.333333333333333,11.0,153.0,0.48579545454545453,27.666666666666668,1.1547005383792517,2.0,1,0.05951305786561116,0.010282888939966903,0.89,0.9466666666666668,4.0,0.3283582089552239,0.24287224152020678,2023
16800,2023,Davante Adams,WR,LV,2,0,10.4375,68.625,6.125,13.0,77.0,7.333333333333333,21.0,126.0,0.5075987841945289,17.333333333333332,7.54983443527075,3.0,1,0.04661694606009897,0.009197829875073974,0.97,0.8966666666666666,7.0,0.3648648648648648,0.2421768081965204,2024
16800,2024,Davante Adams,WR,NYJ,2,0,9.923076923076923,75.0,6.076923076923077,11.0,104.33333333333331,7.0,8.0,47.0,0.34584450402144773,35.333333333333336,2.645751311064591,3.0,0,0.05025934398708476,0.00989680186289637,0.76,0.8866666666666667,9.0,0.2272727272727272,0.24448471840101701,2025
16800,2025,Davante Adams,WR,LAR,2,0,8.076923076923077,55.23076923076923,4.3076923076923075,6.333333333333333,49.666666666666664,4.333333333333333,6.0,29.0,0.31626506024096385,22.0,1.5275252316519463,4.0,0,0.06800867037333685,0.011696021625499384,0.43,0.65,0.0,0.0,0.2476481750478776,2026
2310331,2023,Tyler Johnson,WR,LAR,5,0,114.0,789.0,60.0,6.666666666666667,52.666666666666664,4.0,,,0.3275862068965517,21.0,2.0816659994661326,2.0,0,0.06671007915984925,0.011480918531634883,,,0.0,0.0,0.2476481750478776,2024
2310331,2024,Tyler Johnson,WR,LAR,5,0,3.4,25.6,2.2,2.0,12.0,1.3333333333333333,1.0,0.0,0.15246636771300448,7.0,1.732050807568878,0.0,0,0.044572825617388144,0.01041843681811979,0.08,0.1433333333333333,0.0,0.0,0.2476481750478776,2025
2310331,2025,Tyler Johnson,WR,NYJ,5,0,2.125,24.25,1.375,2.3333333333333335,23.666666666666668,1.3333333333333333,1.0,7.0,0.08900523560209424,13.666666666666666,2.3094010767585034,1.0,0,0.049268390750227695,0.011171222652080617,0.14,0.2299999999999999,0.0,0.0,0.2476481750478776,2026
2531358,2022,Chris Manhertz,TE,JAX,0,1,1.4,4.2,1.0,1.3333333333333333,2.0,0.6666666666666666,1.0,0.0,0.027888446215139442,2.0,0.5773502691896257,0.0,0,0.04787596598755379,0.011170095943114139,0.27,0.2966666666666667,0.0,0.0,0.2476481750478776,2023
2531358,2023,Chris Manhertz,TE,DEN,0,1,1.0,3.3333333333333335,0.3333333333333333,1.0,3.3333333333333335,0.3333333333333333,1.0,0.0,0.022727272727272728,3.3333333333333335,0.0,0.0,0,0.04840741917943441,0.011290766982585217,0.55,0.44,0.0,0.0,0.2476481750478776,2024
2531358,2024,Chris Manhertz,TE,NYG,0,1,1.0,4.666666666666667,0.6666666666666666,1.0,4.666666666666667,0.6666666666666666,1.0,12.0,0.007556675062972292,4.666666666666667,0.0,1.0,0,0.051182575674547134,0.011592960357582855,0.45,0.3733333333333333,0.0,0.0,0.2476481750478776,2025
2531358,2025,Chris Manhertz,TE,NYG,0,1,1.0,7.0,1.0,1.0,7.0,1.0,1.0,7.0,0.01,7.0,0.0,0.0,0,0.04867759506767144,0.011352084469346596,0.23,0.25,0.0,0.0,0.2476481750478776,2026
2573401,2022,Tyler Higbee,TE,LAR,4,1,6.733333333333333,39.13333333333333,4.533333333333333,6.666666666666667,44.0,5.333333333333333,4.0,11.0,0.5941176470588235,12.0,3.7859388972001824,3.0,0,0.04460254303780222,0.009631738863207562,0.9,0.9,0.0,0.0,0.2476481750478776,2023
2573401,2023,Tyler Higbee,TE,LAR,4,1,4.5,30.928571428571427,2.9285714285714284,4.0,33.666666666666664,3.0,3.0,30.0,0.1926605504587156,19.0,1.0000000000000009,0.0,0,0.04625572039606447,0.010232513634986224,0.74,0.68,0.0,0.0,0.2476481750478776,2024
2573401,2024,Tyler Higbee,TE,LAR,4,1,2.5,10.0,1.5,2.5,10.0,1.5,3.0,9.0,0.02242152466367713,9.0,0.7071067811865476,1.0,0,0.05090006438598231,0.0115307752835266,0.3,0.285,0.0,0.0,0.2476481750478776,2025
